id,song,hip hop,jazz,country,classical,festival,rock
1072,Garfield Akers - Cottonfield Blues Part 1,0.000686,0.043788,0.065324,0.039948,0.013676,0.029898
1073,Bill Evans & Jim Hall - I Hear A Rhapsody,0.004172,0.093484,0.0027,0.001096,0.003577,0.002267
1074,Jimmy Somerville - To Love Somebody,0.051568,0.204333,0.008159,0.000067,0.062781,0.04781
1075,Johnny Adams - Not Trustworthy (A Lyin' Woman),0.023563,0.141755,0.029009,0.000001,0.074043,0.107429
1076,"Jim Jackson - Bye, Bye, Policeman",0.006746,0.030266,0.085117,0.000141,0.090291,0.085285
1077,AC?DC - Back In Black,0.002251,0.022456,0.029178,0.000055,0.378434,0.832625
1078,AC?DC - It's A Long Way To The Top (If You Wanna Rock 'n' Roll),0.001807,0.002392,0.011225,0,0.158208,0.671482
1079,AC?DC - You Shook Me All Night Long,0.007018,0.005399,0.013312,0.000005,0.183319,0.369519
1080,AC?DC - Dirty Deeds Done Dirt Cheap,0.015715,0.097884,0.024679,0.000001,0.222581,0.350056
1081,AC?DC - For Those About To Rock (We Salute You),0.004355,0.002483,0.032436,0.000003,0.116968,0.722465
1082,AC?DC - Have A Drink On Me,0.004069,0.011785,0.032397,0.000002,0.305386,0.630527
1083,AC?DC - Moneytalks,0.008294,0.147463,0.028052,0.000003,0.116559,0.691663
1084,AC?DC - Problem Child,0.006194,0.051678,0.004974,0,0.211648,0.579971
1085,AC?DC - Rock And Roll Ain't Noise Pollution,0.003721,0.007159,0.028535,0.000084,0.464322,0.737151
1086,AC?DC - Who Made Who (Live),0.005581,0.006747,0.009975,0.000002,0.16205,0.871663
1087,AC?DC - Who Made Who,0.01189,0.02886,0.045346,0.000059,0.32714,0.619098
1088,AC?DC - Dirty Deeds Done Dirt Cheap (Live),0.00765,0.007423,0.020822,0.000001,0.205262,0.895373
1089,AC?DC - Shot Down In Flames,0.005824,0.013714,0.060442,0.000002,0.161406,0.563397
1090,AC?DC - What Do You Do For Money Honey,0.005272,0.004868,0.011576,0,0.26305,0.669304
1091,AC?DC - Hells Bells,0.005687,0.100307,0.017633,0.000002,0.459661,0.380745
1092,AC?DC - Highway To Hell,0.006435,0.048076,0.019788,0.000003,0.16428,0.209421
1093,AC?DC - Thunderstruck,0.004648,0.018399,0.024186,0.000006,0.115882,0.762502
1094,AC?DC - For Those About To Rock,0.00518,0.000891,0.017583,0,0.324475,0.678442
1095,Kruger Brothers - Up18north,0.000757,0.005737,0.004074,0.14764,0.025873,0.00137
1096,Patra - Romantic Call,0.127465,0.032868,0.00764,0.00013,0.021259,0.088425
1097,Johnny Maestro & The Crests - Angels Listened In,0.002059,0.117646,0.036355,0.000055,0.044273,0.094711
1098,Social Distortion - Cold Feelings,0.00208,0.17406,0.059377,0.000004,0.204845,0.754725
1099,Social Distortion - Bad Luck,0.000975,0.123293,0.055333,0.000008,0.313006,0.773261
1100,Novakill - Why Won't You Die!?!,0.116893,0.106137,0.000648,0,0.157177,0.140018
1101,Robert Henke - Signal To Noise II,0.000779,0.039075,0.000038,0.010417,0.015557,0.007512
1102,Ziggy Marley - Be Free,0.230651,0.070336,0.002585,0.000009,0.10525,0.006147
1103,Ziggy Marley - Drive,0.019958,0.039415,0.017661,0.000005,0.214277,0.006327
1104,Ziggy Marley - Friend,0.034558,0.017082,0.053662,0.000009,0.299799,0.040558
1105,John Butler Trio - Funky Tonight,0.004462,0.080787,0.014949,0.000001,0.34469,0.135214
1106,"Verdi, Giuseppe - Sacred Pieces (4), For Chorus & Orchestra (Quattro Pezzi Sacri)",0.005471,0.078174,0.004705,0.998675,0.000182,0.000119
1107,"Verdi, Giuseppe - Il Trovatore, Opera",0.00418,0.006155,0.027529,0.004721,0.015811,0.018003
1108,"Verdi, Giuseppe - Falstaff, Opera",0.005562,0.000864,0.025037,0.765482,0.002234,0.055166
1109,"Verdi, Giuseppe - La Forza Del Destino, Opera",0.000945,0.007553,0.04253,0.79253,0.001992,0.0295
1110,"Verdi, Giuseppe - La Traviata, Opera",0.01187,0.446844,0.03764,0.998594,0.003665,0.000016
1111,"Verdi, Giuseppe - Luisa Miller, Opera",0.009422,0.882352,0.005135,0.999974,0.000813,0.000008
1112,"Verdi, Giuseppe - Macbeth, Opera",0.004487,0.521085,0.506138,0.755561,0.002133,0.005854
1113,"Verdi, Giuseppe - Nabucco, Opera (Nabucodonosor)",0.000231,0.686702,0.001184,0.941226,0.022462,0.053709
1114,"Verdi, Giuseppe - Requiem Mass, For Soloists, Chorus & Orchestra (Manzoni Requiem)",0.003296,0.043647,0.047512,0.997083,0.000689,0.001139
1115,Mildred Bailey (Holiday) - I've Got My Love To Keep Me Warm (feat. Red Norvo),0.000873,0.462578,0.019602,0.00345,0.022108,0.030361
1116,Jazzy Jeff & The Fresh Prince - Parents Just Don't Understand,0.514325,0.010939,0.002399,0.000011,0.080401,0.058206
1117,Jazzy Jeff & The Fresh Prince - Summertime '98 (SoulPower Remix),0.3474,0.021608,0.00571,0.000003,0.078329,0.013734
1118,Jazzy Jeff & The Fresh Prince - Summertime,0.01823,0.034457,0.00283,0.000004,0.036594,0.02839
1119,Tony Bennett - She's Funny That Way,0.006009,0.055543,0.015187,0.016969,0.031126,0.002185
1120,Tony Bennett - I Wanna Be Around,0.00676,0.023891,0.341408,0.00715,0.110124,0.017649
1121,Tony Bennett - What A Wonderful World,0.046127,0.196004,0.007231,0.000092,0.14611,0.004895
1122,Tony Bennett - Steppin' Out With My Baby,0.0338,0.398187,0.08446,0.000019,0.126455,0.016008
1123,Tony Bennett - The Best Man,0.05459,0.133446,0.088634,0.000004,0.416334,0.00495
1124,Styx - Renegade,0.006863,0.028633,0.016835,0.000953,0.235373,0.41784
1125,Groove Coverage - Runaway,0.030208,0.019089,0.001942,0,0.318101,0.04135
1126,Groove Coverage - The End,0.002294,0.019186,0.01898,0,0.274935,0.158825
1127,Christopher Lawrence - Hot Rod,0.039336,0.04045,0.005142,0,0.145848,0.325736
1128,Christopher Lawrence - October's Child,0.023526,0.014983,0.004601,0.000001,0.297256,0.469569
1129,Christopher Lawrence - Ride The Light,0.195682,0.014006,0.000265,0,0.037754,0.069229
1130,Beau Jocque & The Zydeco Hi-Rollers - Chere Mignonne (Dear Cute One),0.020604,0.05096,0.004644,0.000003,0.041829,0.176452
1131,Maxine Nightingale - Right Back Where We Started From,0.000649,0.06489,0.12342,0.000039,0.058397,0.067523
1132,Men Of Steel - In Flagrante (Live),0.001204,0.066283,0.05008,0.000083,0.037399,0.016306
1133,Men Of Steel - O'Carolan's Quarrel With The Landlady (Live),0.002883,0.026751,0.009266,0.006835,0.050851,0.005831
1134,Matthew West - Get Away,0.008923,0.032342,0.060712,0.000001,0.357934,0.454339
1135,Matthew West - More,0.003141,0.012976,0.127757,0.000036,0.454676,0.354648
1136,Roberto Roena - El Pueblo Pide Que Toque,0.020486,0.049919,0.004568,0.000001,0.055017,0.042121
1137,Ella Fitzgerald & Louis Armstrong - Love Is Here To Stay,0.027262,0.105991,0.041848,0.000001,0.16144,0.006146
1138,Ella Fitzgerald & Louis Armstrong - A Foggy Day,0.135524,0.080601,0.01158,0.000009,0.022247,0.004436
1139,Ella Fitzgerald & Louis Armstrong - Stars Fell On Alabama,0.088289,0.074356,0.051227,0.000005,0.043169,0.002681
1140,Ella Fitzgerald & Louis Armstrong - Cheek To Cheek,0.030101,0.167386,0.032276,0.000022,0.05683,0.026512
1141,Lou Blackburn - I Cover The Waterfront,0.022908,0.678286,0.043868,0.000004,0.042448,0.017422
1142,Lou Blackburn - Secret Love,0.011647,0.77108,0.008716,0.000339,0.03097,0.124069
1143,Diego El Cigala - Amar Y Vivir,0.004566,0.011221,0.006569,0.001193,0.038203,0.00588
1144,"Diego El Cigala - Ana, Dolores Y Aurora",0.001476,0.01552,0.004283,0.000006,0.079727,0.063063
1145,Daryl Coley - I Will Bless Your Name,0.003288,0.142349,0.020261,0.000002,0.098718,0.240293
1146,The Offspring - Can't Repeat,0.001993,0.102787,0.058853,0,0.387277,0.291273
1147,"Raina Rose - Evergreen House, 2nd Floor",0.000889,0.003985,0.067386,0.005341,0.017514,0.040762
1148,Converge - Distance And Meaning,0.009878,0.007683,0.014469,0,0.094872,0.386814
1149,Converge - For You (Live),0.014153,0.043107,0.037516,0,0.230661,0.711591
1150,Converge - Homewrecker,0.001019,0.05247,0.034633,0,0.074987,0.854965
1151,Converge - The Broken Vow,0.000787,0.108229,0.091499,0,0.050798,0.850625
1152,Converge - You Fail Me,0.00106,0.003767,0.005184,0,0.067905,0.874601
1153,Patrick Lundy - That's Who He Is (Live),0.038715,0.10878,0.00786,0,0.076034,0.128806
1154,Lindsay Lohan - Black Hole,0.004398,0.0211,0.061228,0,0.532662,0.245656
1155,Lindsay Lohan - Rumors,0.045102,0.002238,0.006487,0.000001,0.20607,0.097214
1156,Creative Music Services Musicians (Holiday) - O Christmas Tree,0.000748,0.246371,0.030731,0.30384,0.013837,0.00197
1157,The Essex - Easier Said Than Done,0.004748,0.116134,0.044676,0.000006,0.084113,0.031824
1158,Fred McDowell - Write Me A Few Of Your Lines,0.007115,0.002209,0.009541,0.00003,0.075731,0.028412
1159,"Harry Connick, Jr. - It Had To Be You",0.006041,0.110214,0.023989,0.031268,0.045391,0.089392
1160,"Harry Connick, Jr. - I Could Write A Book",0.002812,0.121867,0.021775,0.019268,0.043647,0.063717
1161,Robin Bullock - Rigler's March-Rex's Rambles,0.000082,0.015548,0.005439,0.155169,0.0074,0.028826
1162,Waco Brothers - Missing Link,0.003674,0.027544,0.046565,0.000001,0.385089,0.299689
1163,Corrina Repp - No One's Telling,0.026445,0.003134,0.001152,0.000003,0.304466,0.016578
1164,Reik - Me Duele Amarte,0.004153,0.009312,0.095301,0.000021,0.297124,0.049674
1165,John Prine - Everything Is Cool,0.009104,0.011727,0.086502,0.039765,0.046977,0.005259
1166,John Prine - It's A Cheating Situation,0.002947,0.025637,0.405878,0.000015,0.101376,0.057306
1167,John Prine - Pretty Good,0.005576,0.057895,0.207826,0.000003,0.097471,0.251425
1168,Janet Beazley - White (Long Time Travelin'),0.000149,0.03646,0.18959,0.002062,0.092334,0.035672
1169,Cal Tjader - Sambo Do Suenho,0.002803,0.326603,0.007364,0.087226,0.032164,0.074524
1170,Cal Tjader - Mambo In Miami,0.05983,0.401731,0.019665,0.004013,0.020351,0.011915
1171,Cal Tjader - Stardust,0.014754,0.087283,0.015717,0.001336,0.010316,0.003628
1172,Fairfield Four - How I Got Over,0.003474,0.115324,0.001442,0.362946,0.007124,0.005285
1173,Kim Wilson - High & Lonesome (live),0.014849,0.04748,0.018044,0.004863,0.047378,0.158716
1174,Los Lobos - Let's Say Goodnight,0.002548,0.044338,0.054747,0.000002,0.114621,0.146857
1175,Los Lobos - Shakin' Shakin' Shakes,0.00534,0.028151,0.074066,0.000001,0.154971,0.889027
1176,Don Ross - Berkley Springs,0.00031,0.014494,0.051837,0.001048,0.159973,0.011797
1177,Don Ross - Blue Bear,0.001368,0.089153,0.040388,0.006592,0.051445,0.013843
1178,Don Ross - First Ride,0.000346,0.020447,0.065064,0.002879,0.126024,0.020335
1179,Don Ross - Klimbim,0.000781,0.143129,0.025836,0.000775,0.065551,0.046438
1180,Don Ross - Give Me Seven Reasons,0.001238,0.026577,0.005393,0.001769,0.015234,0.011438
1181,La Sonora Dinamita - A Mover La Colita,0.010741,0.041559,0.040162,0,0.051261,0.040883
1182,La Sonora Dinamita - La Cortina,0.006108,0.114676,0.006092,0.000006,0.031246,0.013405
1183,"Yolanda Kondonassis (Holiday) - Bring A Torch, Jeannette, Isabella",0.000245,0.020257,0.018215,0.199705,0.003931,0.000427
1184,Angelo Debarre Et Ludovic Beier - Passion (En Duo),0.002063,0.012459,0.067074,0.001438,0.156334,0.013315
1185,Hillsong & Delirious? - I Could Sing Of Your Love Forever,0.0019,0.007664,0.055152,0.000029,0.498415,0.120519
1186,David Darling - Lady Child's Dream,0.001008,0.038013,0.006493,0.002791,0.025701,0.004087
1187,Magik Markers - Body Rot,0.006976,0.035916,0.017275,0.000001,0.277024,0.826203
1188,Lee Sykes - Lock Jaw,0.045231,0.091312,0.00353,0.000603,0.009817,0.310825
1189,Covenant - Dead Stars (Version),0.06012,0.425955,0.001567,0.000002,0.354092,0.119357
1190,Covenant - Figurehead,0.140452,0.211046,0.003025,0.000003,0.247715,0.267098
1191,Funkadelic - One Nation Under A Groove,0.089007,0.083948,0.001745,0.000013,0.110837,0.155516
1192,Guardian - Let It Roll,0.004233,0.019084,0.005199,0.000001,0.073079,0.898341
1193,Guardian - Power Of Love,0.006281,0.008632,0.009352,0.000008,0.08741,0.953856
1194,Guardian - Sister Wisdom,0.0041,0.011167,0.007143,0,0.026786,0.876536
1195,Lismore - Tremolo,0.148805,0.004733,0.010059,0,0.42913,0.010282
1196,The Clovers - Devil Or Angel,0.00501,0.130345,0.092397,0.000039,0.157969,0.169045
1197,Tommy Johnson - Big Fat Mama Blues,0.003274,0.362088,0.150611,0.037958,0.006034,0.010508
1198,Tommy Johnson - Cool Drink Of Water Blues,0.000106,0.140006,0.082249,0.000403,0.053649,0.004139
1199,Tommy Johnson - Lonesome Home Blues (Take 2),0.005102,0.549622,0.182113,0.016005,0.005975,0.020766
1200,Tommy Johnson - Maggie Campbell,0.002976,0.613942,0.070256,0.002199,0.013088,0.118197
1201,"Kathleen Edwards - I Make The Dough, You Get The Glory",0.015989,0.061453,0.096473,0,0.70619,0.008552
1202,Kathleen Edwards - Oh Canada,0.002243,0.023837,0.078504,0,0.499404,0.116231
1203,Pete Fountain - Just A Closer Walk With Thee,0.011439,0.546347,0.139817,0.000228,0.022536,0.014388
1204,Pete Fountain - Someday Sweetheart,0.067018,0.490927,0.004096,0.000127,0.010319,0.013799
1205,Pete Fountain - High Society,0.001782,0.205183,0.058338,0.000915,0.027887,0.283553
1206,Pete Fountain - The Darktown Strutters' Ball,0.002263,0.643552,0.025543,0.013977,0.01126,0.197279
1207,Pete Fountain - While We Danced At The Mardi Gras,0.003416,0.113315,0.008375,0.000528,0.013483,0.199646
1208,Big Al Carson (Holiday) - Santa Claus Is Comin' To Town,0.032396,0.087724,0.024965,0,0.263236,0.040686
1209,Joe Diffie - White Lightning,0.002126,0.029872,0.028912,0,0.400708,0.180497
1210,"Khachaturian, Aram - Masquerada, Suite From The Incidental Music For Orchestra (or Piano)",0.000695,0.085211,0.047975,0.385371,0.056671,0.041438
1211,Mixmaster Mike - Bazooka Kanyon,0.373283,0.020251,0.009189,0.000046,0.123446,0.048008
1212,"Jim Taylor - Little Rose Is Gone, Billy In The Lowground",0.00011,0.109122,0.035327,0.67009,0.003174,0.043161
1213,Les Brown And His Band Of Renown - Moonlight In Vermont,0.010651,0.08462,0.012782,0.000013,0.261798,0.027177
1214,Les Brown And His Band Of Renown - The Sweetheart Of Sigma Chi,0.003871,0.322446,0.029588,0.000081,0.094535,0.187423
1215,Downhere - Feels Like Winter,0.003899,0.065178,0.07296,0.000001,0.411984,0.26252
1216,The Five Blind Boys Of Alabama - Let Me Hear My Mother Pray Again,0.002206,0.007813,0.010736,0.000685,0.056471,0.009313
1217,Guitar Shorty - Loosen Up,0.004358,0.012201,0.0142,0.000133,0.093008,0.266525
1218,The Handshake Murders - New Enemy,0.070318,0.01239,0.009391,0,0.29375,0.506899
1219,David Massengill - My First Kiss,0.007708,0.22339,0.179755,0.000004,0.178512,0.200877
1220,David Massengill - Shamas Rides,0.011935,0.032647,0.024711,0.000116,0.123624,0.01647
1221,David Bowie - Ashes To Ashes,0.020627,0.029297,0.016736,0.000003,0.114758,0.349422
1222,David Bowie - Rebel Rebel,0.001856,0.091082,0.117479,0.000019,0.05336,0.404866
1223,"Cherubini, Luigi - Overtures",0.000252,0.055197,0.000902,0.989292,0.002368,0.011271
1224,"Cherubini, Luigi - Requiem No.2, For Male Chorus & Orchestra In D Minor",0.000413,0.054139,0.016656,0.998933,0.005455,0.005276
1225,"Cherubini, Luigi - Symphony In D Major",0.001918,0.129994,0.0062,0.995693,0.001934,0.001008
1226,"Cherubini, Luigi - String Quartet No. 6 In A Minor",0.002779,0.270447,0.002596,0.993682,0.000823,0.000222
1227,The Blakes - Commit,0.00108,0.068309,0.395184,0,0.32147,0.513233
1228,The Blakes - Streets,0.000545,0.049631,0.056432,0,0.246054,0.513637
1229,The Blakes - Modern Man,0.000317,0.066359,0.107993,0,0.60952,0.369427
1230,Ronan Hardiman - Celtic Dream,0.000872,0.001026,0.003323,0.015489,0.028971,0.001621
1231,Critters Buggin - 5?4 F.T.D.,0.009263,0.034095,0.003161,0.005531,0.108514,0.056355
1232,Down To The Bone - Cellar Funk,0.302206,0.179231,0.000955,0.000001,0.114293,0.047541
1233,Clifford Brown - Brownie Speaks,0.006687,0.606776,0.003796,0.000266,0.023683,0.215828
1234,Clifford Brown - Donna Lee (live),0.021888,0.201933,0.000588,0.000054,0.009852,0.44157
1235,Clifford Brown - Hymn Of The Orient,0.010211,0.716099,0.012478,0.000099,0.030249,0.099514
1236,Clifford Brown - Love Is A Many Splendored Thing,0.065937,0.591999,0.001169,0.000302,0.009352,0.043904
1237,The Young Tradition - Lyke Wake Dirge,0.001864,0.074367,0.227081,0.000418,0.178165,0.051323
1238,Mose Andrews - Ten Pound Hammer,0.00128,0.147048,0.09176,0.013666,0.007836,0.053559
1239,Drive-By Truckers - Sink Hole,0.003106,0.081533,0.021181,0.000001,0.677125,0.517777
1240,Drive-By Truckers - The Day John Henry Died,0.001499,0.009053,0.013146,0,0.506893,0.400985
1241,Shadows Of Knight - I'll Make You Sorry,0.00169,0.058109,0.050234,0.000003,0.10906,0.912471
1242,Thalia - Me Pones Sexy (I Want You) (feat. Fat Joe),0.344937,0.002403,0.002298,0,0.034479,0.002224
1243,Midnight Star - Freak-A-Zoid,0.303747,0.071207,0.000283,0.000005,0.022091,0.018498
1244,Midnight Star - No Parking,0.080149,0.04194,0.006699,0.000116,0.019386,0.050048
1245,Houston Person - Two Rb's,0.014179,0.261641,0.000789,0.000023,0.019778,0.028021
1246,Tim O'Brien - Johnny Don't Get Drunk ? Rye Straw,0.000482,0.284333,0.048766,0.178036,0.00443,0.039003
1247,Gouryella - Walhalla,0.023649,0.207873,0.004727,0,0.284082,0.08034
1248,"Will Bradley & His Orchestra - When You And I Were Young, Maggie",0.001653,0.630138,0.038479,0.001476,0.01785,0.022237
1249,Mercyme - Grace Tells Another Story,0.001366,0.073259,0.204923,0.000002,0.484964,0.318302
1250,Mercyme - Here With Me,0.001477,0.021241,0.125669,0,0.422104,0.089449
1251,Johnny Horton - Out In New Mexico,0.149813,0.039415,0.102386,0.000002,0.05679,0.148182
1252,Johnny Horton - I'm Ready If You're Willing,0.104668,0.02423,0.101477,0.000011,0.047636,0.173471
1253,Prince - Kiss (Extended Version),0.127844,0.022823,0.000378,0.000072,0.078969,0.05492
1254,Prince - Controversy,0.041017,0.023607,0.005804,0.00112,0.023616,0.225202
1255,Prince - I Wanna Be Your Lover,0.032627,0.213715,0.00276,0.00018,0.027231,0.040693
1256,Prince - Kiss,0.127668,0.056813,0.002485,0.002942,0.010374,0.023784
1257,Prince - Let's Work (Dance Mix),0.034645,0.03976,0.000779,0.000012,0.074435,0.231219
1258,Prince - Let's Work,0.052656,0.061047,0.004304,0.000266,0.009229,0.116411
1259,Prince - Little Red Corvette,0.00593,0.048125,0.01648,0.003524,0.06079,0.367921
1260,Mumbles - Prema's Dilema,0.242915,0.418451,0.004138,0.000056,0.242848,0.105786
1261,A Teens - S.O.S,0.005465,0.015371,0.033276,0,0.255472,0.072344
1262,Our Brother The Native - We Are The Living,0.0034,0.025813,0.003017,0.00053,0.231702,0.066627
1263,Plastic Little - Hola Plastique,0.578371,0.009467,0.005955,0.000012,0.196354,0.056406
1264,Dead Confederate - Shadow The Walls,0.009155,0.179215,0.010189,0,0.359687,0.422322
1265,Dead Confederate - Tortured Artist Saint,0.001108,0.095087,0.00807,0,0.353062,0.15999
1266,Paul Siebel - My Town,0.002702,0.003544,0.260574,0.000612,0.084399,0.010836
1267,Jennifer Haines (Holiday) - Cantique De Noel (O Holy Night),0.000116,0.068377,0.01214,0.030422,0.003384,0.001332
1268,Rockapella (Holiday) - Home For The Holidays,0.21442,0.002637,0.002749,0.000006,0.197936,0.005297
1269,The Roots - Guns Are Drawn,0.237065,0.005578,0.003399,0.000004,0.19194,0.036042
1270,The Roots - Love Of My Life (Live),0.210266,0.004617,0.00183,0,0.21661,0.016765
1271,The Roots - Stay Cool,0.692185,0.013737,0.00269,0,0.148605,0.014043
1272,The Roots - You Got Me,0.332545,0.01535,0.021515,0,0.054799,0.014046
1273,The Roots - Don't Feel Right (Instrumental),0.619689,0.093218,0.00102,0.000002,0.184406,0.008833
1274,The Roots - No Alibi,0.886515,0.00311,0.000164,0.000001,0.146471,0.00879
1275,Laurie Z. - The Mysterious Painter,0.000252,0.003662,0.036853,0.119351,0.081404,0.086518
1276,Kitty Kallen - Little Things Mean A Lot,0.00778,0.093738,0.019739,0.000172,0.014555,0.035962
1277,Lords Of The Underground - Funky Child,0.487183,0.027227,0.010658,0.000003,0.083981,0.015344
1278,Whodini - One Love,0.084473,0.00719,0.000846,0,0.05756,0.057212
1279,Devil Sold His Soul - Between Two Words,0.009503,0.005833,0.007845,0.000081,0.616414,0.380764
1280,The David Grisman Quintet - Cedar Hill (live),0.026065,0.326447,0.018269,0.006034,0.037713,0.006878
1281,Ratt - Lay It Down,0.009987,0.020786,0.019335,0.000028,0.038726,0.753011
1282,Ratt - Slip Of The Lip,0.019151,0.02482,0.016207,0.000001,0.01847,0.793043
1283,Ratt - You Should Know By Now,0.003346,0.020152,0.027537,0.000017,0.04783,0.858449
1284,Ratt - You're In Trouble,0.002923,0.016995,0.011985,0.000001,0.025471,0.890956
1285,Parts & Labor - Long Way Down,0.001066,0.021281,0.014216,0,0.133323,0.538869
1286,Parts & Labor - The Gold We're Digging,0.002017,0.005159,0.07372,0.000001,0.28063,0.644924
1287,The Coup - Wear Clean Draws,0.288242,0.005124,0.035668,0,0.572858,0.015776
1288,Donnie McClurkin - Again,0.032821,0.076116,0.020199,0.000044,0.132104,0.028274
1289,Donnie McClurkin - Church Medley,0.009342,0.003122,0.015644,0,0.374737,0.184562
1290,Donnie McClurkin - He's Calling You,0.004649,0.121837,0.013945,0.000012,0.260971,0.04058
1291,Donnie McClurkin - We Fall Down (Live),0.009798,0.025933,0.033125,0.000023,0.308202,0.035887
1292,Donnie McClurkin - Yes You Can,0.098554,0.065744,0.004935,0.000006,0.123194,0.019746
1293,Loreena McKennitt (Holiday) - The Stockford Carol,0.004501,0.084117,0.049719,0.160945,0.005256,0.000858
1294,Hillsong - God He Reigns ? All I Need Is You (Live),0.000887,0.018038,0.020021,0.000201,0.38084,0.268688
1295,Grey Daturas - Hanging Man Is No Peacock,0.000151,0.060478,0.001064,0.536468,0.041056,0.273152
1296,Joey Ramone - Like A Drug I Never Did Before,0.001777,0.035617,0.038726,0.000002,0.132384,0.55757
1297,Joey Ramone - What A Wonderful World,0.003016,0.015825,0.027334,0,0.282969,0.356109
1298,The Gene Harris Quartet - The Song Is Ended,0.003546,0.377565,0.008835,0.014738,0.017148,0.017607
1299,The Gene Harris Quartet - Sweet And Lovely,0.004402,0.425393,0.005353,0.001615,0.004272,0.007561
1300,The Time - Jungle Love,0.01298,0.054838,0.002396,0.000506,0.003659,0.20273
1301,Everton Blender - I Love Jah Jah,0.186875,0.104185,0.001559,0.000004,0.102415,0.022667
1302,Everton Blender - It's My Time,0.034829,0.01153,0.022152,0.000001,0.216512,0.016401
1303,Cold Grits - It's Your Thing,0.326695,0.138136,0.001529,0,0.063111,0.026652
1304,Digital Underground - Doowutchyalike,0.136544,0.069828,0.000553,0.000024,0.056818,0.14731
1305,Digital Underground - The Humpty Dance,0.423524,0.035827,0.00226,0.000018,0.083116,0.242477
1306,Digital Underground - Same Song,0.120778,0.602537,0.002603,0.000658,0.015547,0.038648
1307,Hilltop Hoods - The Soul Of The Beat,0.329293,0.015561,0.027477,0.000002,0.274911,0.019705
1308,Compulsion - Rapejacket,0.007305,0.005438,0.00797,0.000006,0.022536,0.853552
1309,Tipica 73 - Cachita,0.004669,0.162085,0.020239,0.000087,0.123147,0.255234
1310,Billy Preston - Outa-Space,0.032101,0.082955,0.051732,0.000036,0.090645,0.079898
1311,Kenny Loggins - Danger Zone,0.009439,0.101732,0.010085,0.000189,0.116655,0.471229
1312,Jerry Jeff Walker - Gettin' By (Live),0.001921,0.062298,0.055727,0.000047,0.160587,0.37587
1313,Jerry Jeff Walker - L.A. Freeway,0.001366,0.035619,0.127863,0.000038,0.092591,0.170331
1314,Lee Morgan - Hocus Pocus,0.003959,0.742453,0.000967,0.001032,0.018417,0.051214
1315,Lee Morgan - Sneaky Pete,0.001881,0.397853,0.002306,0.000126,0.162458,0.094282
1316,Nachtmystium - Code Negative,0.004256,0.003112,0.002352,0.000007,0.392108,0.599865
1317,Tito - Caile,0.08651,0.050876,0.015938,0,0.17938,0.0351
1318,Bruce Molsky - Buckdancer's Choice,0.000074,0.025937,0.15106,0.000216,0.093159,0.009716
1319,Fergie - Big Girls Don't Cry,0.004847,0.014094,0.028679,0.000002,0.331591,0.037189
1320,Fergie - Glamorous,0.190426,0.005245,0.008899,0.000001,0.386185,0.036076
1321,The Beatles - I Feel Fine,0.001579,0.001709,0.036771,0.000017,0.154487,0.373287
1322,The Beatles - Maxwell's Silver Hammer,0.018774,0.160298,0.038606,0.00074,0.073137,0.034694
1323,The Beatles - When I Get Home,0.004351,0.052578,0.062321,0.00001,0.135684,0.497119
1324,The Beatles - Within You Without You,0.002451,0.01558,0.01659,0.0065,0.007962,0.046755
1325,The Beatles - If I Fell,0.000691,0.018535,0.320403,0.000002,0.416621,0.175603
1326,The Beatles - A Day In The Life (Love Version),0.001069,0.425137,0.006253,0.000337,0.194714,0.188246
1327,The Beatles - Day Tripper,0.004544,0.037198,0.018268,0.000002,0.066959,0.127732
1328,The Beatles - Got To Get You Into My Life,0.002956,0.090411,0.117327,0.000126,0.082096,0.231519
1329,The Beatles - I'll Follow The Sun,0.002452,0.025982,0.427733,0.000018,0.222037,0.08658
1330,The Beatles - Michelle,0.005154,0.165326,0.104588,0.008537,0.010388,0.018245
1331,The Beatles - Things We Said Today,0.000547,0.022652,0.283924,0,0.222467,0.200424
1332,"The Beatles - Ob-La-Di, Ob-La-Da",0.004944,0.13655,0.150171,0.00001,0.040837,0.184222
1333,The Beatles - With A Little Help From My Friends,0.004208,0.044767,0.297733,0.000001,0.059234,0.235617
1334,The Beatles - A Day In The Life,0.001523,0.613489,0.006734,0.04106,0.067995,0.165501
1335,The Beatles - All You Need Is Love,0.002114,0.004386,0.02089,0.000262,0.054798,0.482191
1336,The Beatles - Baby You're A Rich Man,0.010424,0.045246,0.063033,0.000326,0.048417,0.21566
1337,The Beatles - Get Back (Love Version),0.022727,0.082072,0.190697,0.000012,0.266862,0.129369
1338,The Beatles - Help!,0.014875,0.062971,0.147952,0.000042,0.054467,0.313909
1339,The Beatles - If I Needed Someone,0.001936,0.054242,0.183054,0.000695,0.013883,0.465965
1340,The Beatles - Let It Be,0.004031,0.029897,0.073499,0.000001,0.315023,0.112696
1341,The Beatles - Run For Your Life,0.005873,0.086526,0.182885,0.000575,0.019,0.177985
1342,The Beatles - She Came In Through The Bathroom Window,0.009175,0.108695,0.163323,0.000001,0.13372,0.276162
1343,The Beatles - Something,0.003343,0.046477,0.060563,0.001607,0.104823,0.146009
1344,The Beatles - Two Of Us,0.003778,0.018776,0.062548,0.019267,0.114088,0.091574
1345,The Beatles - You Won't See Me,0.002044,0.011036,0.366361,0.000011,0.15,0.36152
1346,The Beatles - Love Me Do,0.029718,0.009471,0.114513,0.000044,0.159718,0.127279
