id,song,jazz
79,"Schumann, Robert - Cello Concerto in A minor, Op. 129",0.119713
1543,Suffocation - Reincremation,0.11924
850,The Pharcyde - Ya Mama (Instrumental),0.119036
830,Port O'Brien - Tree Bones,0.118811
978,"Lucky Thompson - Take The ""A"" Train",0.118677
752,Tommy Emmanuel - One Mint Julep,0.118331
691,Al Di Meola - Tangata De Alba,0.118282
1431,Eric Harringer & John Paul Lacey - Nature's Lullaby,0.118117
305,XTC - Roads Girdle The Globe,0.118099
1829,Wreckless Eric - Excuse Me,0.118014
1097,Johnny Maestro & The Crests - Angels Listened In,0.117646
1031,"Boccherini, Luigi - Symphony In A Major, G. 498 (Op. 21?6)",0.117181
1529,Marvin Gaye - I Want You,0.117047
487,Irish Rovers (Holiday) - We Wish You A Merry Christmas,0.11683
1157,The Essex - Easier Said Than Done,0.116134
186,Gladys Knight & The Pips - Best Thing That Ever Happened To Me,0.116103
925,Augustus Pablo - Give Praise (Norris Reid),0.115877
500,Anointed - Mighty Long Way,0.115846
1033,"Boccherini, Luigi - Symphony In C Minor, G. 519 (Op. 41)",0.115331
1172,Fairfield Four - How I Got Over,0.115324
183,Chubby Checker - Pony Time,0.114809
1182,La Sonora Dinamita - La Cortina,0.114676
1383,Sade - By Your Side,0.114535
333,Take 6 - Sing A Song,0.114521
1685,Reno & Smiley - Charlotte Breakdown,0.114426
400,The Century's - Hard Times,0.113836
1207,Pete Fountain - While We Danced At The Mardi Gras,0.113315
1717,Junior Brown - Freeborn Man,0.113223
180,Korn - Blind,0.112488
1349,The Beatles - Can't Buy Me Love,0.112452
1696,Charles Wright & The Watts 103rd Street Rhythm Band - Express Yourself,0.112345
1681,Doc Watson - Spike Driver Blues,0.111023
605,The Ray Conniff Singers (Holiday) - Santa Claus Is Coming To town,0.110915
1159,"Harry Connick, Jr. - It Had To Be You",0.110214
1595,Lynyrd Skynyrd - Free Bird (Live),0.110143
282,C.J. Chenier & The Rod Hot Louisiana Band - Bad Luck,0.10926
1212,"Jim Taylor - Little Rose Is Gone, Billy In The Lowground",0.109122
236,Victor Manuelle - Sin Querer Queriendo,0.108808
1153,Patrick Lundy - That's Who He Is (Live),0.10878
1342,The Beatles - She Came In Through The Bathroom Window,0.108695
1151,Converge - The Broken Vow,0.108229
1728,Eddie Fisher (Holiday) - My Favorite Things,0.108109
749,Bobo Thomas - Catfish Blues,0.108027
1369,"Boieldieu, Francois-Adrien - Concerto For Harp & Orchestra In C, Op.77",0.107981
1708,Lee Ann Womack (Holiday) - Let It Snow & Winter Wonderland,0.107876
14,Deuter - Marfa Lights 1,0.107104
449,Arrested Development - People Everyday (Reprise),0.106708
689,Al Di Meola - Black Pearls,0.106603
1643,The Troggs - Wild Thing,0.106234
1100,Novakill - Why Won't You Die!?!,0.106137
224,Melissa Ferrick - Fear And Time,0.106103
1137,Ella Fitzgerald & Louis Armstrong - Love Is Here To Stay,0.105991
432,Pepe Aguilar - Perdoname,0.105689
1605,Frank Sinatra & Bing Crosby (Holiday) - The Christmas Song ? White Christmas,0.105414
211,Leftover Salmon - Midnight Blues (feat. Del & Ronnie McCoury),0.104808
733,Pepe Bradock - Un Pepe Dans La Dentelle,0.104648
1421,The Rolling Stones - Gimme Shelter,0.10452
1515,Furry Lewis - Why Don't You Come Home Blues,0.104375
306,Project 86 - Something We Can't Be,0.104351
1301,Everton Blender - I Love Jah Jah,0.104185
363,Danny Gatton & Tom Principato - I'm On Fire (Live),0.103862
554,Lyle Lovett - That's Right (You're Not From Texas),0.10384
126,Dj Baby Anne & Jen Lasher - Fear2,0.103298
1524,Marvin Gaye - Mercy Mercy Me,0.102979
1063,Nitty Gritty Dirt Band - Fish Song,0.102842
1146,The Offspring - Can't Repeat,0.102787
1352,James Brown - Cold Sweat (Part 1),0.102384
960,Broken Social Scene - Fire Eye'd Boy,0.10228
1573,Andrae Crouch - Soon And Very Soon,0.102045
1833,Endre - Kallocain (Robert Nickson Remix),0.101997
1311,Kenny Loggins - Danger Zone,0.101732
6,Deuter - Buddha Nature,0.101462
453,Chet Atkins & Les Paul - It Had To Be You,0.101124
975,Roni Size & Reprazent - Snapshot,0.100509
1781,Goodie Mob - Soul Food,0.100355
1091,AC?DC - Hells Bells,0.100307
251,The Animals - See See Rider,0.100265
986,"Beck, Ignaz, Franz - Overture (Sinfonia) In G Major, Op. 1?5 (Callen 5)",0.100157
494,Burning Witch - Sea Hag,0.09987
1451,"Mahler, Gustav - Symphony No. 5 in C sharp minor",0.09951
740,Phil Collins - Another Day In Paradise (Live),0.099434
633,"Couperin, Francois - In Lectulo Meo",0.099401
1496,Van Morrison - Days Like This,0.099021
38,Ella Fitzgerald - Mood Indigo,0.098918
1404,Liquid Mind - Lullaby For Grownups,0.098853
657,Jimmy Ruffin - What Becomes Of The Brokenhearted,0.098541
926,Augustus Pablo - Maka,0.098519
1080,AC?DC - Dirty Deeds Done Dirt Cheap,0.097884
1672,Chino Espinoza -Los Duenos Del Son - Hector Lavoe Medley,0.097852
1417,The Rolling Stones - Ruby Tuesday,0.097839
243,The New Colony Six - I Lie Awake,0.097759
336,Bonerama - Freddie,0.097708
15,Freddie Jackson - You Are My Lady,0.097273
1426,Jr. Walker & The All Stars - Cleo's Mood,0.097072
50,Canned Heat (Holiday) - Christmas Blues,0.096725
729,Balearic Bill - Destination Sunshine,0.096414
1669,Brett Dennen - One Who Loves You The Most,0.096331
151,Waylon Jennings - San Francisco Mabel Joy,0.096067
600,Sex Pistols - Problems,0.095857
1618,Public Enemy - Fight The Power,0.095704
92,R.L. Burnside - When My First Wife Left Me,0.095364
376,Willie Nix - Prison Bound Blues,0.095346
76,"Schumann, Robert - Piano Concerto in A minor, Op. 54",0.095308
773,"Baguer, Carlos - Symphony No. 18 In B Flat Major",0.095095
1265,Dead Confederate - Tortured Artist Saint,0.095087
896,Kidz In The Hall - The Pledge,0.095065
1773,David Grisman & Tony Rice - Song For Two Pamelas,0.094678
338,Bonerama - Louie's Perch,0.094292
1276,Kitty Kallen - Little Things Mean A Lot,0.093738
848,The Pharcyde - On The DL (Instrumental),0.093609
1073,Bill Evans & Jim Hall - I Hear A Rhapsody,0.093484
1273,The Roots - Don't Feel Right (Instrumental),0.093218
153,Waylon Jennings - Clyde,0.093171
353,The Bird And The Bee - F*cking Boyfriend (Peaches Remix),0.09295
307,The Paul Butterfield Blues Band - Help Me,0.092612
1068,Nitty Gritty Dirt Band - Mr. Bojangles,0.092574
1772,David Grisman & Tony Rice - O Solo Mio,0.092223
739,Georges Street - The Tartar Frigate,0.092193
911,Dan Crary - Amsterdance,0.091755
1470,Passion - You Never Let Go,0.091665
1188,Lee Sykes - Lock Jaw,0.091312
1684,Doc Watson - Eastbound Train (Live),0.091231
2,Jon Schmidt - Solace,0.091116
1222,David Bowie - Rebel Rebel,0.091082
410,Wumpscut - Golgotha,0.090924
1048,Dire Straits - Once Upon A Time In The West,0.090766
772,"Baguer, Carlos - Symphony No. 13 In E Flat Major",0.090748
841,G. Love & Special Sauce - Love,0.090737
1328,The Beatles - Got To Get You Into My Life,0.090411
549,Lone Ranger - Collie Rock,0.089903
1385,Foghat - Dreamer,0.089897
1722,Junior Brown - Semi-Crazy,0.089737
837,Teddy Wilson - Easy To Love,0.089618
741,Phil Collins - Do You Remember?,0.089607
1715,Junior Brown - Freedome Machine,0.08942
796,Fats Waller (Holiday) - Winter Weather,0.089289
1177,Don Ross - Blue Bear,0.089153
499,"Crosby, Stills, Nash & Young - Woodstock",0.088373
443,David Wilcox - Common As The Rain,0.088072
219,Sevendust - Enemy,0.087835
1208,Big Al Carson (Holiday) - Santa Claus Is Comin' To Town,0.087724
644,Jay Reatard - Oh It's Such A Shame,0.087551
635,Wolfmother - Colossal,0.087524
1353,James Brown - Funky President,0.087367
1171,Cal Tjader - Stardust,0.087283
504,Stars Of The Lid - Broken Harbors? Part 1,0.087101
791,Delroy Wilson - I Can't Help Myself,0.086996
730,Seba & Lo-Tec - So Long,0.086943
1610,Redman - Tonights Da Night,0.086688
1341,The Beatles - Run For Your Life,0.086526
1521,Brian Culbertson - Say What? (feat. Steve Cole),0.08652
639,Dean Martin - Memories Are Made Of This,0.086511
719,"Faure, Gabriel - Impromptu for piano No. 3 in A flat major, Op. 34",0.086495
1857,Nas - Get Down,0.08649
701,Chris Bocast - Hearts' Rest,0.086464
748,The Dead Milkmen - Punk Rock Girl,0.086324
914,Dan Crary - Lime Rock,0.086228
588,Kenny G - The Way You Look Tonight,0.085733
1210,"Khachaturian, Aram - Masquerada, Suite From The Incidental Music For Orchestra (or Piano)",0.085211
562,Alison Krauss - Everytime You Say Goodbye,0.084985
660,Ryan Montbleau Band - Honeymoon Eyes,0.084858
1453,Moby Grape - Lazy Me,0.084747
898,Kidz In The Hall - Don't Stop,0.084625
1213,Les Brown And His Band Of Renown - Moonlight In Vermont,0.08462
832,Gaither Vocal Band - Swing Down Chariot,0.084478
1361,Gyptian - Take Me Higher,0.084407
1459,Del Tha Funkee Homosapien - If You Must,0.084313
1293,Loreena McKennitt (Holiday) - The Stockford Carol,0.084117
1191,Funkadelic - One Nation Under A Groove,0.083948
677,The Commodores - Easy,0.083527
1477,Stevie Wonder - Superstition,0.083369
1689,Filter - The Only Way (Is The Wrong Way),0.083261
1310,Billy Preston - Outa-Space,0.082955
754,Ray Charles & The Count Basie Orchestra - I Can't Stop Loving You,0.082717
1357,James Brown - Soul Power,0.08271
827,Jon Bon Jovi (Holiday) - Please Come Home For Christmas,0.082687
408,Mojo Nixon and the Toadliquors (Holiday) - Boogie Woogie Santa Claus,0.082631
821,!!! (Chk Chk Chk) - Me And Giuliani Down By The School Yard (A True Story),0.082589
1337,The Beatles - Get Back (Love Version),0.082072
488,Larry Carlton - Layla,0.081993
1562,Sarah McLachlan - Train Wreck,0.081959
1670,Brett Dennen - There Is So Much More,0.0817
1019,"Boccherini, Luigi - Quintet For Guitar & Strings In D Minor, G. 445 (arrangement Of Piano Quintet, G. 416)",0.081546
1239,Drive-By Truckers - Sink Hole,0.081533
968,Enanitos Verdes - Luz De Dia,0.081276
1650,Twilight 22 - Electric Kingdom,0.080934
1105,John Butler Trio - Funky Tonight,0.080787
826,4 Haven Knights - In My Lonely Room,0.080766
1138,Ella Fitzgerald & Louis Armstrong - A Foggy Day,0.080601
321,Hilary Stagg - Island Sweets,0.079876
232,Dave Swarbrick - Two Magicians,0.079821
1518,Furry Lewis - Falling Down Blues,0.079688
387,Chayanne - Y Tu Te Vas,0.079647
255,"Mendelssohn, Fanny - String Quartet In E Flat Major",0.0794
1520,The Pointer Sisters - Jump,0.079314
964,Broken Social Scene - Shampoo Suicide,0.079126
523,Labelle - Lady Marmalade,0.078911
613,"Chopin, Fryderyk - Waltzes (3) for piano, Op. 70, CT. 217-219",0.078428
72,The Orb - Once More (Bedrock Dub Mix),0.078367
774,"Baguer, Carlos - Symphony No. 16 In G Major",0.078262
29,Willie Colon & Ruben Blades - Ojos,0.078217
1106,"Verdi, Giuseppe - Sacred Pieces (4), For Chorus & Orchestra (Quattro Pezzi Sacri)",0.078174
901,Kidz In The Hall - Ritalin,0.077733
248,The Animals - Baby Let Me Take You Home,0.077636
1747,Lutan Fyah - No More Suffering,0.077579
1721,Junior Brown - My Wife Thinks Your Dead,0.077561
1578,Death Vessel - Dancers All,0.076839
1538,The Association - Windy,0.076452
727,Fugazi - Suggestion,0.07642
1776,Kate Nash - Habanera,0.076324
1630,Joseph Arthur - Favorite Girl,0.076201
273,Lucy Kaplansky - Written On The Back Of His Hand,0.076125
1288,Donnie McClurkin - Again,0.076116
1011,"Boccherini, Luigi - Cello Concerto In B Flat Major, G. 482",0.076114
1065,Nitty Gritty Dirt Band - You Are My Flower,0.076033
291,Josh White - Jesus Gonna Make Up My Dying Bed,0.075973
581,Mary Chapin Carpenter - Right Now,0.075915
1654,Jake Schepps - In The American West? Rocky Ford,0.075363
776,Boyz II Men (Holiday) - Let It Snow,0.074676
1237,The Young Tradition - Lyke Wake Dirge,0.074367
1139,Ella Fitzgerald & Louis Armstrong - Stars Fell On Alabama,0.074356
0,Jon Schmidt - Night Song,0.074336
792,Delroy Wilson - It's The Same Old Song,0.074146
1809,Marky Ramone - Blitzkrieg Bop,0.073488
435,Lazy Lester - Nothing But The Devil,0.073431
48,Robin Thicke - Complicated,0.073337
1249,Mercyme - Grace Tells Another Story,0.073259
974,Roni Size & Reprazent - Mexican,0.073122
627,Orchestral Manoeuvres In The Dark - Dreaming,0.072529
1566,Boz Scaggs - It All Went Down The Drain (Live),0.072368
569,Lowell Fulson - Everyday I Have The Blues,0.072123
57,Whitney Houston (Holiday) - Joy To The World,0.072002
1683,Doc Watson - Banks Of The Ohio (Live),0.071609
1662,George Acosta - Tranzy State Of Mind (Club Mix),0.07145
1038,"Boccherini, Luigi - Symphony In B Flat Major, G. 493 (Op. 21?1)",0.071389
1243,Midnight Star - Freak-A-Zoid,0.071207
431,Pepe Aguilar - Me Falta Valor,0.071168
1822,Sam Bush - The Dolphin Dance,0.071041
192,Jackson 5 - I Want You Back,0.070944
68,Outkast - Ms. Jackson,0.070876
515,Sonny Rollins - Manhattan,0.070436
1102,Ziggy Marley - Be Free,0.070336
1758,Huracanes Del Norte - Nomas Por Tu Culpa,0.069921
1304,Digital Underground - Doowutchyalike,0.069828
862,Michelle Branch - All You Wanted,0.06929
482,Butch Thompson (Holiday) - We Three Kings,0.069142
158,Richard Hell & The Voidoids - Love Comes In Spurts,0.068917
878,The Monkees - The Monkees,0.068866
1545,Marty Robbins (Holiday) - The Joy Of Christmas,0.068838
1555,Toots & The Maytals - Schooldays,0.068575
1267,Jennifer Haines (Holiday) - Cantique De Noel (O Holy Night),0.068377
1227,The Blakes - Commit,0.068309
1509,Darrell Evans - Trading My Sorrows,0.06824
703,The Royal Guardsmen - Snoopy Vs. The Red Baron,0.067663
421,Hank Williams III - Honky Tonk Girls,0.067581
497,Margot Meets The Melody Maker - Torch (Extrawelt Remix),0.067375
897,Kidz In The Hall - Wassup Jo',0.067181
602,Doc & Merle Watson - Big Spike Hammer,0.066747
598,Sex Pistols - New York,0.066683
1414,The Rolling Stones - Get Off Of My Cloud,0.066661
1012,"Boccherini, Luigi - Cello Concerto In C Major, G. 477",0.066646
1719,Junior Brown - Highway Patrol,0.066605
1006,"Boccherini, Luigi - Symphony In E Flat Major, G. 510 (Op. 35?2)",0.066505
1229,The Blakes - Modern Man,0.066359
855,Corciolli - Mikhael (Angel Of Divine Protection),0.066306
1132,Men Of Steel - In Flagrante (Live),0.066283
564,Alison Krauss - Whiskey Lullaby,0.066147
1292,Donnie McClurkin - Yes You Can,0.065744
619,Foo Fighters - Low,0.065495
116,Sharon Jones & The Dap-Kings - Let Them Knock,0.065426
1350,The Beatles - No Reply,0.065367
103,Bing Crosby - When You Wore A Tulip (live),0.065358
1215,Downhere - Feels Like Winter,0.065178
998,Ruben Studdard - Shout To The Lord,0.065138
532,Kokomo Arnold - Milk Cow Blues,0.065118
1131,Maxine Nightingale - Right Back Where We Started From,0.06489
81,Angelo - Save The Music,0.064678
1367,"The Cambridge Singers & Orchestra (Holiday) - Good Christian Men, Rejoice",0.06451
1762,Lefty Frizzell - I Love You A Thousand Ways,0.064231
1395,Gilberto Gil - Mancada,0.064229
191,Jackson 5 - Dancing Machine,0.063469
1586,Beres Hammond - Rock Away,0.063374
486,Irish Rovers (Holiday) - The Holly Bears The Crown,0.063308
658,Tetsu Inoue - Mini Moon,0.06317
235,Ned Luberecki - Emergency Pulloff,0.063102
1338,The Beatles - Help!,0.062971
883,Duran Duran - Ordinary World,0.062927
1596,Lynyrd Skynyrd - Sweet Home Alabama,0.0629
131,"Rosetti, Antonio - Symphony In C Major, A 9?K 1 No 21",0.062648
524,? And The Mysterians - Can't Get Enough Of You Baby,0.062539
1312,Jerry Jeff Walker - Gettin' By (Live),0.062298
1494,Steve Roach & Robert Rich - Silk Ridge,0.062144
1841,2Pac (Tupac) - How Do U Want It,0.06209
22,RJD2 - Inhale (Remix),0.061782
31,Ella Fitzgerald - I Don't Want To Take A Chance,0.061717
646,Jay Reatard - We Who Wait,0.06164
379,Michael Martin Murphey (Holiday) - Sleigh Ride ? Jingle Bells,0.061525
119,"Sharon Jones & The Dap-Kings - 100 Days, 100 Nights",0.061495
1201,"Kathleen Edwards - I Make The Dough, You Get The Glory",0.061453
606,The Ray Conniff Singers (Holiday) - Silver Bells,0.061412
815,Your Vegas - In My Head,0.061267
1699,Alter Bridge - One By One,0.061179
1258,Prince - Let's Work,0.061047
1530,Marvin Gaye - I'll Be Doggone,0.06104
1397,The Supremes - Love Is Here And Now You're Gone,0.060576
594,"Boyce, William - Trio Sonata No. 6 In B Flat Major",0.060514
1295,Grey Daturas - Hanging Man Is No Peacock,0.060478
587,Kenny G - G-Bop,0.059976
1850,The Del McCoury Band - A Far Cry,0.05988
59,Franco De Vita - Como Decirte No,0.059404
1355,James Brown - Get Up Offa That Thing,0.059372
1709,Antonio Aguilar - Mi Ranchito,0.059312
230,Shalamar - Make That Move,0.058984
1780,Christina Aguilera (Holiday) - This Christmas,0.05871
156,Justin Hinds & The Dominoes - Carry Go Bring Come (Ska Version),0.058582
1455,Say Hi To Your Mom - Your Brains Vs. My Tractorbeam,0.058517
692,The Smokin' Joe Kubek Band - Comin' Home Today,0.058502
1867,Earl Scruggs - Stash It,0.058328
272,Lucy Kaplansky - When I Get To The Border,0.058324
1771,David Grisman & Tony Rice - Morning Sun,0.058284
475,Yellowman - Weed Dem (feat. Beenie Man),0.05814
1241,Shadows Of Knight - I'll Make You Sorry,0.058109
1167,John Prine - Pretty Good,0.057895
118,Sharon Jones & The Dap-Kings - Cut That Line,0.057777
1726,Bond - Space,0.057655
1731,Cardenales De Nuevo Leon - Por Las Damas,0.057653
893,Sonicflood - I Could Sing Of Your Love Forever,0.057625
1703,Flatfoot 56 - Brotherhood,0.057595
579,War - Why Can't We Be Friends,0.057529
678,D - Nox & Beckers - Jet Lag Slave,0.057525
46,The Business - Drinking And Driving,0.057525
21,RJD2 - Ghostwriter (Remix),0.057451
1552,Toots & The Maytals - Never You Change (Reggae Version),0.057357
381,Michael Martin Murphey - Talkin' To The Wrong Man,0.057266
149,Montgomery Gentry - Speed,0.057082
552,Lyle Lovett - North Dakota,0.056973
1567,Staind - For You,0.056841
1256,Prince - Kiss,0.056813
154,Waylon Jennings - Theme From The Dukes Of Hazzard,0.056576
433,Lazy Lester - A Woman,0.056532
398,Dj Alibi - Eglinton West Blues,0.056388
371,Luis Miguel - La Incondicional,0.056337
1017,"Boccherini, Luigi - Quintet For Guitar & Strings In C Major (""La Ritirada Di Madrid""), G. 453 (arrangement Of Piano Quintet, G. 409)",0.05611
1713,Z-Ro - Mo City Don (Freestyle),0.056092
452,Royal Crown Revue (Holiday) - Baby It's Cold Outside (feat. Vicky Tafoya),0.055943
18,Little Milton - Penitentiary Blues,0.055635
1498,Van Morrison - Midnight Special,0.055628
1119,Tony Bennett - She's Funny That Way,0.055543
1767,David Grisman & Tony Rice - I Am A Pilgrim,0.055298
1223,"Cherubini, Luigi - Overtures",0.055197
720,"Faure, Gabriel - Piano Trio In D Minor, Op. 120",0.055077
616,The Crests - Angels Listened In,0.055009
1061,Brian Eno - An Ending (Ascent),0.054931
1300,The Time - Jungle Love,0.054838
1853,The Del McCoury Band - On The Lonesome Wind,0.054776
874,Aterciopelados - Bolero Falaz,0.054775
921,"Palmgren, Selim - May Night, For Piano",0.054401
360,Assemblage 23 - Damaged,0.054384
226,Keith Sweat (Holiday) - It's Christmas Again,0.054378
1339,The Beatles - If I Needed Someone,0.054242
1224,"Cherubini, Luigi - Requiem No.2, For Male Chorus & Orchestra In D Minor",0.054139
237,Victor Manuelle - Tengo,0.054102
296,Herman's Hermits - I'm Henry The VIII I Am,0.053892
30,Willie Colon & Ruben Blades - Pedro Navaja,0.053725
311,Westbam - Elektronische Tanzmusik,0.053584
389,Euge Groove - Get Em Goin',0.053526
582,The High Violets - Sun Baby,0.05347
1760,Lefty Frizzell - Always Late With Your Kisses,0.053197
737,Band Of Horses - The First Song,0.053112
1485,Betty Everett - The Shoop Shoop Song (It's In His Kiss),0.05309
1363,Michael Jackson (Holiday) - Little Christmas Tree,0.05299
1450,"Mahler, Gustav - Symphony No. 10 In F Sharp Minor (realization By Deryck Cooke)",0.052925
854,Corciolli - Forest Spirit,0.052822
1323,The Beatles - When I Get Home,0.052578
1425,Fastball - Which Way To The Top,0.052576
1150,Converge - Homewrecker,0.05247
238,Victor Manuelle - Como Una Estrella,0.052392
1014,"Boccherini, Luigi - Cello Concerto In D Major, G. 483 (Op. 34)",0.052039
1613,The Christmas Jug Band (Holiday) - Boogie Woogie Santa Claus,0.051896
631,"Couperin, Francois - L'Espagnole (La Visionnaire), For 2 Violins & Continuo (Les Nations)",0.051754
1084,AC?DC - Problem Child,0.051678
823,Imogen Heap - The Walk,0.051411
1016,"Boccherini, Luigi - Minuet in A major, arrangements (after String Quintet in E major, Op.11?5 [aka Op. 13?5], G. 275)",0.051357
1130,Beau Jocque & The Zydeco Hi-Rollers - Chere Mignonne (Dear Cute One),0.05096
534,Old Crow Medicine Show - Take 'Em Away,0.050892
1317,Tito - Caile,0.050876
225,The Mars Volta - Roulette Dares (The Haunt Of),0.05059
51,Earthless - Cherry Red,0.050464
798,The Fiery Furnaces - Here Comes The Summer,0.050424
1690,Filter - Welcome To The Fold,0.050229
1480,Stevie Wonder - Overjoyed,0.050196
1136,Roberto Roena - El Pueblo Pide Que Toque,0.049919
480,Butch Thompson (Holiday) - God Rest Ye Merry Gentlemen,0.049899
368,The Seldom Scene - Maybe You Will Change Your Mind,0.049807
1789,Ohio Players - Fire,0.049694
1228,The Blakes - Streets,0.049631
1456,Eggs Over Easy - 111 Avenue C,0.049543
786,Adele - Best For Last,0.049473
442,Little Feat - Oh Atlanta,0.049367
1786,Markus Reuter - A Clue To Reality,0.049303
1399,The Fray - How To Save A Life,0.049204
993,Various Artists? 50 Most Loved Christmas Carols (Holiday) - While Sherherds Watched Their Flocks,0.049096
952,The Black Angels - Bloodhounds On My Trail,0.049007
985,"Beck, Ignaz, Franz - Overture (Sinfonia) In G Minor, Op. 1?1 (Callen 1)",0.048763
85,Question Mark and the Mysterians - 96 Tears,0.048759
687,Michael Spence - Is This Love,0.048524
722,"Faure, Gabriel - Sonata For Cello & Piano No. 2 In G Minor, Op. 117",0.048496
597,Sex Pistols - EMI,0.048365
430,Pepe Aguilar - A Pesar De Todo,0.04832
1259,Prince - Little Red Corvette,0.048125
1092,AC?DC - Highway To Hell,0.048076
1005,"Boccherini, Luigi - Symphony In A Major, G. 508 (Op. 12?6)",0.048025
193,Jackson 5 - Oh How Happy,0.048013
318,Benny Page - Neck Breaker,0.047894
404,The Five Blind Boys Of Mississippi - Thank The Lord I'm Singing Again,0.047879
1590,Ani DiFranco - Little Plastic Castle (Live 1.25.04),0.04775
1173,Kim Wilson - High & Lonesome (live),0.04748
498,Conjure One - Extraordinary Way (Antillas Mix),0.047386
755,Turn Me On Dead Man - 67 Dreams,0.047381
1041,"Boccherini, Luigi - Symphony In D Minor, G. 522 (Op. 45)",0.047293
1778,Christina Aguilera (Holiday) - Have Yourself A Merry Little Christmas,0.047289
39,Ella Fitzgerald - My Man,0.047207
1023,"Boccherini, Luigi - Sonata for cello & continuo in G major, G. 5 (Six Sonatas No. 3)",0.047141
1582,Winters - Mark My Word,0.047137
1651,Ambrosia - How Much I Feel,0.04712
1028,"Boccherini, Luigi - String Quartet In G Minor, G. 205 (Op. 32?5)",0.047085
1800,Bassnectar - Creation Lullabye,0.046678
833,Debbie Reynolds - Love Is A Simple Thing,0.046507
1069,Nitty Gritty Dirt Band - One Sure Honest Line,0.0465
1343,The Beatles - Something,0.046477
913,Dan Crary - Lady's Fantasy,0.046379
1581,Stephen Kellogg & The Sixers - Sweet Sophia,0.046085
955,Neil Young - Cripple Creek Ferry,0.045817
373,Luis Miguel - Hasta Que Me Olvides,0.045787
811,Louis Armstrong (Holiday) - Christmas Night In Harlem,0.045754
1589,Ani DiFranco - As Is (Live 11.16.03),0.045667
963,Broken Social Scene - Our Faces Split The Coast In Half,0.045522
44,"Ella Fitzgerald - For You, For Me, For Evermore",0.045501
308,The Paul Butterfield Blues Band - Piney Brown Blues,0.045474
771,John R. Burr - For The Asking,0.045463
559,Alison Krauss - Can't Find My Way Home,0.045458
704,Al Stewart - Broadway Hotel,0.045445
56,Whitney Houston (Holiday) - Do You Hear What I Hear?,0.045282
1336,The Beatles - Baby You're A Rich Man,0.045246
347,Joe Jackson - Baby Stick Around,0.04493
1460,Del Tha Funkee Homosapien - Phoney Phranchise,0.04485
949,Cat Stevens - Don't Be Shy,0.044802
884,FC Kahuna - Machine Says Yes,0.044777
1333,The Beatles - With A Little Help From My Friends,0.044767
1544,Holly Cole - Christmas Blues,0.044686
331,George Michael - Praying For Time,0.044413
770,Janis Figure - Mechanical Bull,0.04439
1174,Los Lobos - Let's Say Goodnight,0.044338
1449,Ivory Joe Hunter - Shooty Booty,0.044296
1419,The Rolling Stones - 19th Nervous Breakdown,0.04425
824,Sons And Daughters - Johnny Cash,0.0442
1392,Will Ackerman (Holiday) - Emmanuel,0.044193
698,Brother Ali - Blah Blah Blah (feat. Slug),0.044075
1072,Garfield Akers - Cottonfield Blues Part 1,0.043788
134,Kasey Chambers - Nothing At All,0.043683
1114,"Verdi, Giuseppe - Requiem Mass, For Soloists, Chorus & Orchestra (Manzoni Requiem)",0.043647
900,Kidz In The Hall - Mr. Alladatsh*T,0.043421
1661,George Acosta - The Storm,0.043416
212,Leftover Salmon - Steam Powered Aeroplane (Live),0.043216
1149,Converge - For You (Live),0.043107
316,Sara Bareilles - Gravity (2003),0.043004
814,Bryan Mann - Who Put The Bomp (In The Bomp Bomp Bomp),0.0424
130,"Rosetti, Antonio - Symphony In F Major, A 33?K 1 No 24",0.042366
1366,The Cambridge Singers & Orchestra (Holiday) - Angels We Have Heard On High,0.042217
929,Los Rieleros Del Norte - El Amor No Se Vende,0.042095
1018,"Boccherini, Luigi - Quintet For Guitar & Strings In D Major (""Fandango""), G. 448 (Arrangement Of String Quintets, G. 270 & 341)",0.041998
746,Ian Van Dahl - Castle In The Sky,0.041944
1244,Midnight Star - No Parking,0.04194
1040,"Boccherini, Luigi - Symphony In D Major, G. 520 (Op. 42)",0.041916
941,Guns N' Roses - Paradise City,0.041899
690,Al Di Meola - Milonga Del Angel,0.041736
596,"Boyce, William - Ode For St. Cecilia's Day",0.041726
62,Livin' Joy - Don't Stop Movin',0.041703
1181,La Sonora Dinamita - A Mover La Colita,0.041559
1479,Stevie Wonder - My Cherie Amour,0.041538
1764,Tiamat - For Her Pleasure,0.041371
9,Deuter - Earth Shadow,0.041332
1785,Phil Wickham - Spirit Fall,0.041093
989,Rogue Wave - Nourishment Nation,0.041077
1655,Jake Schepps - Origami,0.040947
992,"Various Artists? 50 Most Loved Christmas Carols (Holiday) - Lo, How A Rose E'er Blooming",0.040941
1705,Robert Earl Keen - Corpus Christi Bay,0.040855
459,Jars Of Clay (Holiday) - God Rest Ye Merry Gentlemen,0.040835
1796,Seu Jorge - Rebel Rebel,0.040808
1537,Klute - Oshima,0.040782
267,The Bamboos - Tighten Up,0.040659
132,"Rosetti, Antonio - Symphony In G Major, A 40?K 1 No 22",0.040659
1674,Pamela Williams - Elixir,0.04057
1053,Shudder To Think - Own Me,0.040558
1847,Rilo Kiley - A Man ? Me ? Then Jim,0.040542
1127,Christopher Lawrence - Hot Rod,0.04045
1066,Nitty Gritty Dirt Band - Wildwood Flower,0.040435
1805,Jim Henry+Brooks Williams - On The Rollin' Sea,0.040338
1370,Finger Eleven - First Time,0.040313
415,England Dan & John Ford Coley - Gone Too Far,0.040288
